tweet,real_news
"by god, al-ahly players canceled al-blinty by force",0
"haha, i mean, we have a second striker",0
"it's over, it's over, zamalek is outside the championship, congratulations to the brother belouizdad for the historic second victory over zamalek club, while the first historic win for belouizdad's youth was against zamalek also",0
"overall the whole ball is ruined and from bad to worse
there is no organization, no technicians, no market, no, no
not because zamalek lost 2-0 to enppi in the league, no
because yesterday al-ahly shawl 5",0
"i know someone who did not have football and could not stand it, and he used to laugh at me when i got angry in matches and took lessons to watch a match.. he came from the last season and decided that he was cheering for bayern, and what do you watch locally? he took wadi with him and carried him like fans and that
a",0
"and may god judge a mockery... the judgment is tired
he deserves to rest a little bit",0
"khazl luqmna goal because of alahh jahfli haha
 ",0
"haha, voting in the program feels real, because it always supports the viewpoint of the crescent program and the point of view of al-faraj al-hilali # the league_with_walid",0
"some of the fans...
i wish he hadn't scored the second goal for al-faisaly and expelled al-bulayhi immediately, and after that al-faisaly's victory over al-hilal easily due to the lack of his players... haha",0
"diaz returns with the crescent to win
the godfather of the league intends it evil
-tayyi _ al-hilal",0
"did mortada succeed at the media level in the zamalek channel?
.. no
did he succeed on a moral level befitting the value of zamalek club?
.. no
did he succeed in football and the team is good
.. no
did he succeed in futsal games in all games
.. no
does he address the audience in a respectful manner?
.. no
why do you support him?
.. for stability",0
"believe me, i can't stand football, but for the eyes of the country, i'm from football feast",0
"happy new year, my famous brother
by god, 20 years is the best now, now and then, and that is enough, i will block you. i have known you for five years, bye!!
haha, i'm joking, i'm still going to hate you in your life, and you'll come and answer me somewhere, and take pictures of me, and we'll go to zamalek until they kick us out
",0
"barcelona fayez, may god protect them, they don't take the league, haha.. al-samouha, just to get city out of the champions",0
"the genius says that the al-ahly coach is not worth a pound, but micho is an african genius. it is clear that you understand, half of them, haha",0
i was waiting for zamalek to win so that i could study for an exam tomorrow and so on.. haha,0
hahahaha sherif ekramy haha beautiful defense hahaha we withdraw from the world cup with our dignity,0
"plenty is true, not counted in favor of al ain,,,
the referee, if you are not sure, why do you philosophize and give the player a warning for acting?",0
"look at the installer like this
 _ association _ fights _ al-ahly _ audience",0
"football is goool, referee, not offside at all",0
"nice performance before the super match
optimistic about winning the super match
if al-ahly had played a strong match today, we would have lost the super cup because of the joy that we would have made after the match
but that's how the player will focus and we will win the super cup, god willing",0
the group is not angry with saudi arabia... patriotism and integrity are groaning!!!,0
"al-ahly workers buy their players with and without necessity. congratulations to the player who bought them and who
still.. congratulations to al-ahly, and if you are serious, you know
get out of it... haha, they will put you in the freezer",0
"the one who is happy is upset with al-ahly because of what happened yesterday, but zamalek makes us happy now",0
"khaled aweys, it seems that he was convinced that the gammah party had a lot of foreign affairs, and he said that it is better to follow football and al hilal",0
"don made 3 shots yesterday
1_ the first one was repelled by qurahi
2 _ the second came at the stadium hour
3 _ the third in the bottles on the line
this is the player who removes a team
tta to buy",0
"there is still hope that zamalek will ascend, but to the highest comrade",0
"hey club howling, what brought you to his long history
in 1977, al-ahly won the 14th league
the population of egypt at that time was 36 million
and the price of the dollar is 2.5
and the price of a kilo of meat is 80 piasters
its year, the people were upset with the gentlemen and said to sayed merhi (sayed bey, mr. bey, like the meat left in a pound
i think this bombing reached you night",0
"you are funny, lord, thank you.",0
"any player who retires from the al-ahly club and causes shouting and shouting to the zamalek fans, i know that he was putting him right",0
"officially, at the hands of the legend, and after losing the football league, the plane, and the hand
al-ahly ranks third for the first time in nearly 30 years
may you make us laugh, you legend of failure, and the qur'an, you are a cat
and live and forget the vanguard of the army
",0
" _ with _ walid
yasser al-mishal hints at the kingdom's request to organize the next club world cup 2023, and it is natural that the host is the league champion
who do you expect  _ league _ champion",0
"just now, you lizard, you little girl, you were greedy to win the league with candriva and valero, haha",0
"the four-wheel drive works early with the technique of shouting from everyone at the referee, so that the goalkeeper is coming to demand a penalty kick..!
and how did mandy see it..! hahahaha",0
"the audience that you insulted was the one who supported you and your children when you stayed at homeand by the way, we encourage zamalek, we do not encourage people
and i criticize you because you only love the show, and there is a lot of evidence for this. regarding the championships, i would like to remind you that we took the league in your absence and in your presence, we do not know how to take africa # we are all mortada mansour",0
"i hope that al-ittihad this season will not be satisfied with achieving a ""championship"" victory over victory and being content with it, and that it will gain the three points as a starting point for winning the league, especially since the league this year is a great opportunity for them since al-hilal is somewhat far from competition ..  _ victory",0
"# al-ahly_al-faisali you have players in al-ahly who want a dowry for them, not for the league
hahahaha",0
then a sweeping attack of the kitchen haha,0
"the var is a joke in the zamalek match
the usual penalty kick, although the goalkeeper played the ball, haha
exposed wreck hahaha
where should the goalkeeper go, referee of the var?",0
"muhammad al-buraik from the super cup against al-ahly 2015, and he is slandering foolat..and he did not score",0
"'s _ lie _ april _ lie
zamalek is coming haha",0
"the upset collars are used to the tambourine. you have a wonderful, safe goal. haha. and you memorized the national anthem.",0
"one of us has a brain programmed to stay up late at the ball. healthy, anything other than that. hamada with ginger.
hahahaha",0
"mezzo says that zamalek is the only club that applies the rules of fair play in mercato hahahahaha
how clean??!! they are all your contract
with money ""what side""
i mean, this money belongs to the......
the one who acts on the nose of the eye of the........
god is enough, and yes, the agent",0
"ooooooooooooooooooooooh zamalek
congratulations, zamalkawyah, my beloved ones
wishing you the joy of the league
5/0",0
"the english premier league is not the portuguese league
yannones",0
"-ahly _ his _ fans _ with _ him
i wish the people who are still asking where is the attacker's deal, blame each other for this and go to contract with him..
stop running
-ahly _ is _ ready _ for _ the _ world cup
-ahly _ is _ ready _ for _ the _ world cup
-ahly _ is _ a _ red _ line
 _ above _ everyone
-ahly _ is _ great _ with _ his _ fans",0
"haha, al-ahly wins with the referees, haha, really, haha",0
they senile the hilalians from the strength of their shock from victory and their contract with don cristiano. they drive al hilal t-shirts with the name of the great player messi on them. haha # ras_sunnah_2023,0
"-nasr _ al-ahly
praise be to god, and congratulations to the fans of the world , and i will return to you to the fans of al-ahly and al-hilal, haha.",0
"adly al-qaei says that guardiola, if he trained al-ahly, will not succeed because his chemistry is not suitable for al-ahly. ha ha ha ha ha ha ha",0
"everyone's screams... from the great pain
they differ in affiliations..and they meet at the fall of the eye
when al ain returned, they all disappeared
some of them pretended to stay away from following the league
some of them tried to woo the masses of al ain
and at the first fall . appeared who hide it
advice to all ainawi.. don't have mercy on anyone
trample what is behind you and your grandfather after every victory",0
"
no one knows a good movie for the evening, haha, i'm joking about al-ahly's mouth, guys",0
"after the penalty kick
mortada mansour.. so you can believe me when i tell you sayed abdel hafeez attends goblins


 _ crescent",0
"victory will take the league with its men, god willing. if they feel that victory is close to the league, they wrote the hashtags haha",0
you and i know why al-ahly fans in particular,0
" _ stars
don't say blawik except to someone you know blawii, so if they say ""hah"", say it ""hahaha""",0
"the manga will also be severed
",0
"the referee saw it in front of his eyes, and despite that, he didn't break. haha, our referees are good. their problem, by god, is with personality, and personality is half the quality of the referee.",0
i recently discovered that zamalek makes me happy and makes me laugh more than al-ahly..,0
" _ union
a deserved yellow card for omar hawsawi, but the referee has another opinion",0
"oh, the fortune of the al-ahly fans with their fans..i wanted to be al-ahly today, but we missed the train, haha",0
"- france would have raised the gay flag if it achieved the championship.
-- the response came with messi wearing the men's bisht and raising the championship cup... likewise, the legendary goalkeeper emiliano martinez responded to them with that very provocative move after winning the fifa world cup qatar 2022",0
imagine sergio roberto putting john down,0
"all these nerves and no one competes for the league
yes, what do they do with the cup and going after a few days, and the return at the end of next month?",0
"people who claim that al-ahly will win enter to write expectations that bayern will win when it is in a competition, and people who will guess correctly will win haha",0
"information that interests you in .
no matter how strong the player is, everyone praises him, and i am not convinced of what i use.
example :
salah, thiago, dembele, walker, zaha, griezmann.
and the list goes on",0
gaito to whom barcelona beat us in the second leg of the league. i have been optimistic about the champions for a long time,0
"sometimes the disciplinary committee of the malaysian federation feels that they are living on the leftover fines in the malaysian league, and therefore the malaysian three lakes player must pay the fine and the amount (...) to the committee's account ",0
you see guardiola withdrawn from the spanish league because of mourinho haha,0
"haha, by god, someone scores a goal like this",0
"tunisian commentator
esperance must stay away from player number 4
hitler",0
"-
the hysterical joy of , you think of achieving the league, no mistake, is the joy of winning against the  club, as the portuguese star considers it a clasico.
but there is a difference between a club that wants the league and a club that rejoices in its victory over junior clubs .
 union",0
"a message to the great zamalek fans
....
mortada cucumber house with sandwiches
 _ preacher _ is _ a _ red _ line
 _ preacher _ is _ an _ egyptian _ legend",0
"the season will end that the league is on the island
and he will come the next season
the first season that we will see will be weighted
half of the season, if you are longing, i am waiting for a difference
at the end of the season, 11 halal is better than 40 haram
every season like this
a coach gets old in his clothes from the club president and tells you that he smells stink haha",0
haha sneak,0
"the local referee, who sees the  flags as serving al-hilal and oppressing al-nasr, attended this season to referee 10 matches for al-nassr, all of which were won by al-nasr, while all his stumbles were in the presence of the foreign referee",0
"it was a difficult football and health week. i mean, it is not enough for one to have renal colic because of a stone in the kidney. no, there was also spherical colic because of zamalek and real madrid.",0
"from fear, the referee is offside, although he is the referee of the flag, which is closer to the game",0
i want to treat a man in zamalek,0
"# crescent _ media _ is _ smaller _ cooperation
haha, the referee gave the directions",0
"the masses must wake up and be aware. you only have one left back, 44 years old, and one right back. his leg is a brain and his head is a boot. and the reformers of the pious people are drumming for the administration. you know who are the ones who have accounts. correct # al-ahly _ justice",0
"you weren't telling him to remember..and a lion and answer the right of zamalek
now it stays like this haha
elly jaibtkm general assembly is walking
you can't control your association, you want to control all of egypt
praise be to god for blessing al-ahly, the al-ahly association, and everything that is ahlawy
 -dakr",0
"all this time, the last of which was infiltration, haha # al-shabab al-ahly",0
"hahahahaha, the referee is taking al-ahly's giver, balanti, now, after everything is lost. haha. -hilal_al-ahly",0
"haha rock and god be the judge
maeby gives them cards
any regular participation counts as the first right to victory
farce, god",0
"urgent
al-ahly, the dawn of the world. and the heart of all zamalek accounts
and he issued an official statement not to complete the league without playing the summit match first
hahaha = d",0
"from my stupidity, i am sitting watching the goal of al-fateh. i think it is broadcasting. haha",0
"the referee has the right to the united and fulham match, expelling two players and a coach, and giving united plenty, if he pulls a little jewelry, he will give them the cup after",0
"the referee said to ronaldo, you want yellow and you are still haha",0
"al-suwailem's joy in the draw, as if he had won the league, haha, dear, you see the king's cup, this is not doubting you",0
these are changes that even a novice coach can't settle,0
"if i have something...
sitting at home,
i am watching al hilal matches in asia.
and the decisive matches.
i'm watching the al-hilal match with sydney!
mother of god, may she live long, laughing at me
she says the game is over.
i got nervous and bleed from the verdict!! haha
i am also looking forward to the dean's match in asia
the time of boucha and abdel-malik zaya",0
"for every disease there is a medicine indicated by it
except for the ""tazmlak"" who does not treat it
with apologies to my zamalek friends and to -mutanabi
 _ what _ i _ broke _ and _ liked
 _ morning _ al-ahly",0
they find the goalkeeper not even paralyzed the ball or try on a ball you are holding the ball you are wasting time and the squad in front of you is cutting it get an easy round for you you don't even have any effort,0
"i left the match and saw the fans
a very large presence in hazza bin zayed.
why don't they attend this in the egyptian league?!
finally, o lord, the al-ahly giant wins
 _ zamalek
 _ egyptian _ super",0
"o abu badr al-ahly, pray for him, and god, but god will help",0
"
if the players -hilal had good in them, they would have decided the league from early with the postponed matches. as for misleading with this hashtag, this is very funny! players who did not appreciate the slogan and the fans in the first place, i go to defend them by accusing the body of competing with al-hilal. haha, it is funny.",0
"what the goalkeeper gave him, he wears the glove, sami ",0
"i hope zamalek fans take things smoothly... zero smoothness, haha",0
"the merciful executive
as long as he is brave
(why doesn't he criticize the coach through his tweets)
for the president to take this brave criticism or respond to it (all possibilities miss you)",0
whoever does not love  is still blind about the beauty of the world..,0
"i think that al-ahlya's exaggerated joy in losing zamalek to al-taraji is not just joy in defeating a competitor in a tournament that he did not even participate in...
their joy is the real reason that they avoided the possibility of facing zamalek in a new championship, and they are gallant, and there is no proper place for them to take a new pen on it",0
the important thing is that the amount of theories that were before the episode are fictional the strongest thing is that john takes the place of the night king (god knows how) and takes the white and cherry away from winterfell because inside him is sitting john haha,0
" _ air force
the referee overlooked a pile of plastics",0
"someone catch up with zamalek, seriously",0
"jarabea al-hakam: its name is harvest, and its sickle is broken. the world is doomed to spy on the rulers and officials, including the iraqis, and leak all the secret documents (!! haha) to isis through tel aviv and the offices of erbil and the group. the decisive decision is in the hands of the people",0
"when we like to have fun, we play zamalek basket",0
"how is al-hilal with foreign arbitration??
he has no solutions but luck haha
the problem is they are the ones who asked for judgment today
they took yellow cards in one run
the right to 3 matches with the saudi referee
and the red cherry is far away
-hilal _ your _ hug",0
"otras atlanta fans support otras frankfurt
betrayal of the naples ultras
those who don't understand can't comment. no one understands this tweet except italian league fans",0
"they spoke to him 99 times and went to him in italy. they spoke to him and went to his wife and spoke to her. they gave him the contract he wanted and he still hasn't signed. they went to register in asia. all of this is because al-hilal wants him and because al-hilal has a player named gomez, a prophet like him. something haha ",0
"after the leaking of omar jaber's contract, the possibility of his player, zamalek, raises some weapons",0
we lost a million goals and above it you break us haha,0
"congratulations  to -alamy supporters
unfortunately, i cannot comment on it because i was at work, but it is a good coincidence that i arrived home at 84 o'clock, and it was a draw without goals, so i caught up with the goals
if you know how long ago i ran away from work, haha
hey vittoria, the local player has a solution, help him and help yourself
 _ al-batin _ al-douri",0
"even pyramids lost it from the national bank,",0
"haha, i swear to god, before a while, my brother wanted to break the tv from the ruling
what football can play with psychology!!",0
"barcelona only conceded two goals after 26 rounds, plenty's goal and a reverse goal!!!
yes, thanks ancelotti, you gave us the league",0
" _ league _ with _ walid
abu walid, fanaticism is sweet without offending people, except for a nickname that some people were raised on, the sons of poverty. of course, our enemies in this world and our loved ones in the hereafter haha
let the nasrawis clatter, and let us clatter the cadets, and the most important thing is that asia will answer. it is the continental cup, and the most important thing is al-hilal, the pride of asia.",0
"al-rawi buraan secondary school .. crammed them for 94 minutes in their stadium and on their land .. this is the guarantor of the lead in the strongest groups .. and by one mistake, the al-lahouthi dog estimated that he would answer a goal from imagination haha, but i liked his deprived joy .. even when he is registered behind hamdallah, who does not play in the list of scorers this phenomenon is giving it an opportunity.
 _ al-sad",0
"every weekend i am the judge
haha this week from mister chef",0
"haha haaland is not suitable for the city, it is necessary for a fake striker to be in a fit, sheikh, but bring it khaldoun, by god, this is of no use at all. i mean, today there were 7 defenders and he scored a hat-trick",0
"al-tawaqi, how much is the result between al-awais and al-taawon?",0
"congratulations to the global audience for qualifying let some misyari fans bang their heads against the walls, haha. they said that al-ahly will win. where are you, sobhan?",0
"haha, the equalizer is a story ",0
the verdict,0
"the most beautiful goal scored while you are happy haha
-batin _ al-hilal",0
"a penalty kick from the imagination of the spoiled abu siyah
have you seen a player rise to the ball with his hands next to his body
patna movement is very normal
but the referee and the mouse have another opinion",0
"the beautiful thing is that zamalek is in the hands of al-ahly as a gift, and this is the sportsmanship
the most beautiful thing is that al-ahly accepts the gift, and this is the pinnacle of sportsmanship
thank you zamalek",0
"nob al-sadri and al-mashoulah coach iran
may god reward the loyalty",0
"sundowns, with al-ahly, is the duty of a lifetime",0
"this conquest you say about! praise be to god, but i wish the league, lord .",0
the bohdouzi goalkeeper scores the first goal for the mali team..haha,0
"tell me... haha, may god protect you, my spring -ahly_al-tayyi",0
"the only star on the sundowns shirt and take it
from , it is true that al-bajaha has its own people
 champions league",0
" _ victory
haha, now it's time for those who used to say we only watch the european league and international leagues to leave
go out and be safe, don't be afraid
i will return to you, , and congratulations for the victory.",0
"what is football, football is flying, i swear to god",0
"the chancellor of chaspension
-ahly _ al-ittihad _ monastir
",0
"you see super championships exist
to make some clubs happy that rely on a stroke of luck to win something called a championship
kuwait club means a triple investigator
cyclic
amir cup
crown prince cup
why is he playing with the second league super match haha?
kuwait club a is supposed to play against kuwait b
congratulations qadisiyah",0
"turn around and come back to al-ahly, it hurts
",0
al-ittihad charms the clubs to take the league,0
"league +8
heroes +9
encounters +1
just for lovers of differences",0
"i don't break my mind except jaafar al-salih said mu'allaqa and a great sermon in al-shahrani's goal, then what did the ruling cancel it haha",0
"very normal behavior from ghafoor, especially the attack was for victory
.
they talk about morals, and the most important thing is that most of their players have no morals
remember your old man on the day of the professional tareq
remember your guard on the day of judgment
remember, your player knocked out kassab in the opponent's player
.
whose house is made of glass, people don't speak rocks
.
you want to take a picture with him, wait after the match",0
"haha, no, and the last day for al-shamekh. they want to influence the coach and players before the match",0
milan defense haha,0
"come on, my dears, focus on the league that you will not remove",0
"people, al-ahly fans should not be upset. today, al-ahly scored two goals, which means there is progress, unlike the last match, which was finished 5-0.
is there progress or not",0
"al-hilal wins by arbitration
 _ crescent",0
"this ruling does not go away, esteemed union of the esteemed
let him rule our girls' league
 _ victory
 _ and _ crescent
",0
"haha, rejoice, ahlawya -ahly",0
"all egypt and the world know that zamalek is the sum of africa, enough crying",0
", the goalkeeper is outside, haha, say the opportunity comes once, haha",0
" _ victory
a thousand million justifications
hamdallah's goal is correct",0
"the fourth official and the switchboard
 _ abha",0
"did al-ahly end the contract with karim al-dabis?
i wish",0
"we fly out of the groups, we go to the european league, we fly out of the european league, we go to the conference league, but disappointment doesn't beat us",0
"the car from which the currency was stolen is not licensed and the suspected guard with ten search posts increased, a berlingo car appeared",0
al-nasr is the first team to have a goal canceled and a goal counted against by video technology. haha.,0
the lizard hits the ball in the player's foot and he falls for five minutes and all this against porto,0
haha -ittihad_damak_al-douri,0
"there is a nasrawi who entered a restaurant and found a mouse, why didn't he tell him..?
i'm afraid he'll go down a second staircase hahahahahahahahahahahaha
ha-ha-ha-ha-ha-ha-ha-ha
hahahahahahaha
hahahahahaha
hahahaha
hahaha
hahahahaha
hahahahaha
hahahahahahahahaha
ha-ha-ha-ha-ha-ha-ha-ha-ha
selko leaders
-ahly_damak_douri_al-mathrefin",0
referee with petros,0
clear offside target,0
i wish zamalek represents egypt in the swings,0
"his players are al-ahly, pure bess, haha",0
" _ laughing _ of _ the _ century
sorry lol",0
"they say that the team that wins the premier league gets the excellence cup, haha",0
"guys, which people are the most likely to download pictures of messi with a splinter in the ground, broken hearts, and so on? barcelona deserves the league, why do you treat it as the world cup!",0
i would like to thank zamalek and ismaily because they were able to disrupt al-ahly's competitors,0
"the referee of the al-hilal and sun downs match, the presenter of the arbitration massacre in a stadium
if the verdict is sudanese, it will not be in this view",0
"the commentator of the -ahly_riyadh match, the yellow league, that riyadh's victory over al-ahly is recorded in history. on the basis that al-ahly plays in the european league they are all playing in the league. yellow commentator ",0
"al-ahly will play with zamalek in the third round, for sure the football association will postpone it to the last round, haha
 _ eagles _ is _ preparing _ for _ championships",0
the local referee was absent and the small team lost,0
"the verdict is the same
and the mouse is not sending
  ",0
"-ahly _ to _ duhail
was al-somah convinced that it was over, or not yet, and were his fans convinced that it was over, and that he was one of the reasons for this misfortune in the team?
will somah, al-maqhawi, fateel and hassoun remain for another season?",0
"sh~eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
you expect the referee to give them 22 minutes of wasted time # al-nasr_al-ittihad",0
"the arbitration job started from vinicius's shot, and then the referee wants barcelona to return to the match by force",0
"schubert
ramadan sobhi wants to return to al-ahly, and i am sure of my words
he reminded me when he said i am sure that ramadan will be renewed
and he said no, either al-ahly, no, or no",0
is united an alliance to get all spanish clubs out of the european league or what,0
"god willing, we will take pyramids behind the chairs factory
 _ pyramids",0
" _ expulsion _ is _ a _ moral _ duty
their policy in the past, the smurfs, the referee is part of the game. indeed, the referee turned out to be their game, and it is part of their game. haha, nishimura came to them and played according to them. haha, it was not part of their game. they hated him so much because he knew their game",0
they say marawan mohsen mardash is walking and zamalek is coming haha,0
"it is difficult for mars, by god, they are dying themselves to preserve their chances of qualifying, and they do not know that we will take them out at night when we are already defeated
 _ mars
",0
"the country is very beautiful and fun, and zamalek is on its way, god willing, to crown the league for the 2nd year in a row
what is the story
",0
"and do you think that al-taraji will help zamalek?
haha, they already hate zamalek. -taraji is afraid",0
"they tell you the premier league draw! ahly and zamalek in the last week! haha, the lottery",0
the player  is a crescent fanatic and will not succeed with poverty because he went for the dirhams haha,0
i have zamalek neighbors who are working to consider al-ahly if they win and al-hilal if they don't know what to do.. why do you seriously worry about your brain,0
"and moroccan tweeters do it, and they want a goal for the brotherly algerian national team, haha",0
the referee is the star of the first half,0
"sir, don't want to enter football",0
"al-ahly 3 years ago brought a czech coach named prokic as technical director for the junior and youth sector, and for 3 years he was paid in dollars
in the end, they bought 7 young players from wadi degla
laughter club, i swear",0
referee saved them,0
"i swear to god, the great, the league will literally come out of their eyes
despite all the circumstances that we went through from stopping the registration and changing a coach and his players, he does not want to renew, and that they were different from us in points and supported their team with its players with tens of millions, and in the end they lost the league and took popcorn in it",0
"i ask forgiveness from god, yes, you want the league after the goal of gomez, the haha.",0
"the club of its fans is counting on the fingers, and the club that plays zain only with steroids and troubles, and a corrupt, loser and cowardly club that can only win with the help of the referee and consider themselves great clubs i swear to god, your embrace, al-fayhaa and al-fatah, they are bigger and legs than the three cows alliance clubs",0
the referee sent off a lazio and roma player after the match ended,0
"decision makers turned on kareli with the first stumbling block after we reached the advanced positions and wanted to start the league, haha but",0
" _ ukraine
imagine the coach wouldn't record sancho as a reserve
absolutely out of the list four matches in the championship
suddenly it became essential after he signed with manchester
did you know, oh, manchester, the control of your club over the fa? when we say they cheat on you, believe us, and without discussion again
the season of the girls, the right of the girls, bruno, haha",0
"the second, mohamed sharif
 _ zamalek
",0
"oh jamal, jamal arif, 6 clean shin, or 20, al-ittihad gets tired and jealousy collects points with art, and even if you win the victory, forget the league ",0
the egyptian football has atrophy in the bone.,0
"we missed the league, you can bring it back, haha
",0
"al-ahly's position is clear on the matter, but rather stipulated a foreign ruling from the elite rulers, and explicitly stated that he does not want clattenburg by name, and an idiot armed with flashes comes to you, wondering what is the secret of al-ahly's adherence to local governance. haha ruins your home # al-ahly",0
"shalaby says the guard advanced before shooting, returned to the mouse, returned to the mouse, and when he did not return to the mouse, he said, this is according to her, haha.",0
" _ sheikh _ is _ greater _ than _ al-ahly
i hope no one defends him, let him drink from the same cup until we drank from it, maybe he will correct his conscience haha",0
"-ahly _ fans _ for _ the _ league _ intend
maine role, my uncle, you and him haha
far from your mustache! god willing",0
" moon
twitter without the matches and the atmosphere of the football or the real world is busy with the sideburns of corona, we are tired of when will we kill you from this epidemic and life will return to us, zain, the matches and their events, i miss the shouting and screaming after the matches of al-hilal, haha. now you open twitter, everyone has become a doctor and an analyst of the disease , have mercy on us guys.",0
"
the netherlands national team is not strong and not as strong as the previous dutch teams
van dijk shaky and coach van khal hatt
this is a reserve yacht!!
the best match for argentina in the tournament, but it was fortunate that it had not met a strong team yet
messi is the one who moves the team and he is the coach
but we must not forget her loss from saudi arabia",0
"dembele, from so much playing the playstation, his brain got stung and he told you to trample a box in an x in a box to get john, he looks cute haha",0
"fouda says:
if you touch the ball with your hand, the hand must come out... haha
sameer othman says:
the right hand is arrogant and the left is not...and everyone watched the clip while the hand was magnifying like water...",0
al-nasr snatches a point from al-ahly youth,0
" _ cooperation
offside goal.
of course, the collaborators are not upset. haha",0
"i will soon become an employee of the national bank. i will finish my shifts, and simply the closest exit tells me that the employee has problems between al-ahly and al-rajhi.",0
" player _ and _ a _ coach _ of _ al-ahly's size
no one writes repeated tweets to make the hashtags go away. long live, monsters. do not be afraid. the club president is respected, and he will not go to al-ahly channel and tell you that you are the owner",0
"haaland hat-trick in the dirtiest way possible
but the hat-trick and the elimination role remain with the champions and in one run.
the player is terrifying at seizing opportunities",0
"the player is almost the one who understood the mistake of the goalkeeper. he said it was on the right, and he meant his right, not the right of the goalkeeper, and he took it without intending to.
look, no matter what you do, we will make it a play",0
"they say to their al-ahly account, pay attention, money is spent from it, and there is a malfunction, but i am my family and i am not interested because the amount that i have in my exchange, even the thief is ashamed to steal it. haha, good evening everyone",0
"this is how, zamalek, the league in the island made a hero in it while he was selling at night
 the spirit of heroes, we start the journey",0
"congratulations al-douri to al-hilal oh, we don't see the girls, they have a problem, haha",0
"my brother, who two days ago decided to leave al-ahly support and become nasrawi, today he left al-nasr and decided to become al-ittihad haha.",0
the salvation of the goalkeeper is retiring after this match,0
"i see the city fans, some of them attracted them. is this a good team? the second half is the coaches' half. he sees the negatives and the coach adjusts them. this city does not trust him until the last minute
my trust in pep will never be disappointed",0
"one of the funny things is that the zamalekites, haha, make memes and laugh at al-ahly, and this is not appropriate for them, because this first place belongs to al-ahly, and you know well, and the fate of each one returns to his place",0
"the penalty kick that was awarded to argentina is not clear compared to the mistake that was committed against hakimi yesterday, and the referee did not award them a penalty kick.. haha, and someone tells you that the referee was excellent.

 _ argentina",0
"-hilal_al-ahly haha, the crescent tramples us",0
"by god, walid has the heat, so let someone support him today. haha. -douri_with_walid",0
"all we want is to describe the intention of the saudi federation, the referee al-huwaishel, the owner of the scandal, yad dalhoum, and may the union manage my thread.",0
"and the fans of zamalek cheer at six o'clock, zamalek, haha, you forgot yourself, what are you playing in, and can you play in the champions league take the first league haha",0
"poll
since my football mood is very high, i am thinking of joining a team and fulfilling my hobbies with design
they suggested me to play with any team as a professional start",0
"papa al-madridi: honestly, today, the real madrid are bribing the referee",0
"the clubs that went to the quarter-finals of the champions league
real madrid
milan
napoli
inter
bayern
benfica
3 clubs from the italian league
two clubs from english
one club from spain
one german club
one club from the portuguese
and they say the italian league is weak!",0
the verdict has been erased haha,0
they said campaign: throw away. the people launched a campaign: let's go back to our country and build it. the hour of the text is safe. a destroyer of the country named him as a leader. he insulted those calling for radical change and building a real state.,0
"register with you
al-ahly will lose cotton in cameroon and make us laugh more",0
"i mean, leave uncle grandpa and go listen, not zamalek, but i am really a pig",0
"as usual, zamalek masters our usual",0
"zamalek is determined to make us die of laughter, so all the misfortunes we are in remain",0
"you wear white, you wear blue stripes, al-ahly will keep you informed",0
"mortada mansour was removed from the presidency of the official zamalek club, with a letter from the ministry of youth and sports",0
"the fate of zamalek is in the hands of al-ahly, haha
you understand, janitors",0
"thank god the laser had a problem and returned immediately
halal laser never goes away",0
"haha, i swear to god, the unity defense is a religion",0
"a sweet start for vegetables with us. haha, the entry of al-ahly players is clearer than the goalkeeper's progress",0
"ibrahim fayek: the zamalek players who did the hair laser, choose the shape that suits you, and if you do, then choose the appropriate time
well, you will not talk about steroids belonging to fattouh and abdullah jumaa, who their president said about them and because of them they are excluded from their team's matches for fear that they will be exposed
ah, i forgot that you are a script lover",0
"i have an exam after tomorrow, and i want to study, and i am waiting for the monte carlo final for nadal, and i have an engagement, and zamalek will play, the napoli and juventus summit, and the premier league awards ceremony, and i am supposed to agree with my friend that we go to the gym because i was busy yesterday haha .. bearing in mind that i have to leave the premier league matches",0
"sorry, seriously, the dialogue is provocative. of course, you, as ahlawya, are a solid thing, and you are honored that you have reached all of this
but i'm sorry, i mean, why is my post imagining that zamalek is playing, haha? no, my love. i can't imagine al-ahly playing in my heart.",0
"the reserves are rounding the ball over a volcano, haha, and god curses those who don't dare, hahahaha, they are the main ones.
 ",0
"you are the european league dying in you
",0
"i want to know why everyone is against al-ittihad and they want to end the club in any way.
i swear to god, the saudi league without al-ittihad would not be.
-tawaqi ate it from banu qadiz haha
#",0
"administrative confusion is still present in al-ahly.
the committee of hate is a very big question mark and stranger decisions.
we'll pay for this nonsense next season.
we'll see you at the end of the season.",0
"after the contracts of most of the zamalek players were leaked...
news about the leaking of osama nabih's marriage contract",0
"haha, al-jahfala is a feature associated with al-tawaqi -hilal_al-fayhaa_al-douri",0
bruno counts baldi football haha i mean random,0
"al-zamalek channel brought the referee to all their words and told them the ball of ayman ashraf and bin sharqi, first ali bin sharqi, and mustafa muhammad deserved to be warned in the elbow at the beginning of the match haha",0
"the youngsters of the palace are chanting in the canteen, ""ya yatiha, you cowards of al-ahly"" in the field, ""haha, we are living the moment.""",0
"haha, the verdict is against us ",0
"oh, if costa rica brought john too, it would be true",0
salem may god take off your football knowledge only,0
the league is over,0
